"","x"
"4831",5
"4832",9
"4833",5
"4834",5
"4835",8
"4836",16
"4837",5
"4838",5
"4839",5
"4840",5
"4841",10
"4842",14
"4843",15
"4844",10
"4845",9
"4846",14
"4847",9
"4848",5
"4849",14
"4850",5
"4851",5
"4852",5
"4853",5
"4854",5
"4855",5
"4856",5
"4857",5
"4858",5
"4859",9
"4860",9
"4861",9
"4862",5
"4863",15
"4864",5
"4865",5
"4866",14
"4867",5
"4868",5
"4869",5
"4870",6
"4871",5
"4872",9
"4873",15
"4874",5
"4875",5
"4876",5
"4877",15
"4878",5
"4879",5
"4880",5
"4881",5
"4882",5
"4883",10
"4884",5
"4885",6
"4886",5
"4887",5
"4888",5
"4889",9
"4890",14
"4891",5
"4892",5
"4893",5
"4894",14
"4895",16
"4896",5
"4897",5
"4898",5
"4899",4
"4900",4
"4901",5
"4902",5
"4903",5
"4904",6
"4905",6
"4906",5
"4907",5
"4908",5
"4909",5
"4910",5
"4911",5
"4912",9
"4913",5
"4914",5
"4915",14
"4916",5
"4917",5
"4918",5
"4919",14
"4920",5
"4921",5
"4922",16
"4923",5
"4924",15
"4925",5
"4926",5
"4927",9
"4928",5
"4929",5
"4930",5
"4931",8
"4932",9
"4933",5
"4934",5
"4935",14
"4936",5
"4937",5
"4938",5
"4939",6
"4940",9
"4941",5
"4942",5
"4943",5
"4944",5
"4945",5
"4946",9
"4947",7
"4948",5
"4949",5
"4950",5
"4951",14
"4952",9
"4953",14
"4954",5
"4955",5
"4956",5
"4957",5
"4958",5
"4959",14
"4960",5
"4961",5
"4962",5
"4963",5
"4964",14
"4965",9
"4966",9
"4967",9
"4968",10
"4969",5
"4970",5
"4971",5
"4972",5
"4973",5
"4974",5
"4975",5
"4976",5
"4977",5
"4978",5
"4979",5
"4980",5
"4981",5
"4982",5
"4983",5
"4984",5
"4985",4
"4986",5
"4987",6
"4988",5
"4989",5
"4990",5
"4991",5
"4992",5
"4993",5
"4994",9
"4995",5
"4996",5
"4997",9
"4998",5
"4999",5
"5000",6
"5001",5
"5002",7
"5003",10
"5004",5
"5005",5
"5006",4
"5007",5
"5008",5
"5009",5
"5010",5
"5011",9
"5012",5
"5013",5
"5014",5
"5015",5
"5016",9
"5017",5
"5018",5
"5019",5
"5020",5
"5021",14
"5022",16
"5023",5
"5024",4
"5025",5
"5026",5
"5027",5
"5028",5
"5029",14
"5030",5
"5031",5
"5032",5
"5033",5
"5034",5
"5035",5
"5036",5
"5037",5
"5038",5
"5039",5
"5040",5
"5041",5
"5042",6
"5043",5
"5044",5
"5045",14
"5046",5
"5047",5
"5048",5
"5049",5
"5050",5
"5051",5
"5052",6
"5053",9
"5054",9
"5055",5
"5056",5
"5057",5
"5058",5
"5059",14
"5060",5
"5061",14
"5062",5
"5063",5
"5064",14
"5065",14
"5066",14
"5067",5
"5068",5
"5069",5
"5070",5
"5071",4
"5072",9
"5073",5
"5074",5
"5075",6
"5076",5
"5077",5
"5078",5
"5079",5
"5080",15
"5081",5
"5082",5
"5083",5
"5084",5
"5085",5
"5086",7
"5087",5
"5088",8
"5089",5
"5090",5
"5091",5
"5092",5
"5093",5
"5094",5
"5095",5
"5096",5
"5097",5
"5098",10
"5099",9
"5100",5
"5101",5
"5102",9
"5103",5
"5104",14
"5105",6
"5106",6
"5107",6
"5108",0
"5109",14
"5110",8
"5111",5
"5112",5
"5113",5
"5114",9
"5115",14
"5116",14
"5117",6
"5118",8
"5119",14
"5120",14
"5121",14
"5122",14
"5123",8
"5124",5
"5125",14
"5126",14
"5127",0
"5128",14
"5129",0
"5130",14
"5131",14
"5132",0
"5133",6
"5134",6
"5135",9
"5136",9
"5137",14
"5138",10
"5139",5
"5140",5
"5141",10
"5142",6
"5143",6
"5144",5
"5145",9
"5146",6
"5147",5
"5148",6
"5149",8
"5150",6
"5151",9
"5152",9
"5153",5
"5154",10
"5155",7
"5156",6
"5157",14
"5158",14
"5159",5
"5160",14
"5161",6
"5162",14
"5163",7
"5164",9
"5165",14
"5166",14
"5167",9
"5168",5
"5169",7
"5170",9
"5171",5
"5172",14
"5173",14
"5174",5
"5175",5
"5176",9
"5177",9
"5178",10
"5179",8
"5180",9
"5181",14
"5182",14
"5183",5
"5184",14
"5185",14
"5186",8
"5187",6
"5188",5
"5189",4
"5190",5
"5191",10
"5192",14
"5193",6
"5194",9
"5195",6
"5196",5
"5197",14
"5198",9
"5199",5
"5200",5
"5201",5
"5202",14
"5203",6
"5204",5
"5205",5
"5206",7
"5207",9
"5208",5
"5209",6
"5210",14
"5211",9
"5212",5
"5213",6
"5214",14
"5215",14
"5216",10
"5217",9
"5218",14
"5219",6
"5220",9
"5221",5
"5222",9
"5223",14
"5224",9
"5225",7
"5226",14
"5227",6
"5228",6
"5229",14
"5230",6
"5231",9
"5232",8
"5233",5
"5234",9
"5235",5
"5236",5
"5237",14
"5238",0
"5239",8
"5240",7
"5241",14
"5242",7
"5243",5
"5244",9
"5245",5
"5246",6
"5247",5
"5248",5
"5249",10
"5250",5
"5251",14
"5252",14
"5253",9
"5254",5
"5255",14
"5256",10
"5257",14
"5258",9
"5259",14
"5260",7
"5261",14
"5262",5
"5263",7
"5264",14
"5265",9
"5266",6
"5267",6
"5268",6
"5269",14
"5270",9
"5271",5
"5272",9
"5273",14
"5274",8
"5275",6
"5276",14
"5277",14
"5278",7
"5279",10
"5280",5
"5281",9
"5282",0
"5283",14
"5284",4
"5285",4
"5286",9
"5287",14
"5288",6
"5289",5
"5290",14
"5291",14
"5292",9
"5293",6
"5294",5
"5295",5
"5296",9
"5297",14
"5298",6
"5299",14
"5300",8
"5301",14
"5302",5
"5303",4
"5304",5
"5305",6
"5306",6
"5307",9
"5308",14
"5309",9
"5310",9
"5311",6
"5312",7
"5313",6
"5314",9
"5315",14
"5316",5
"5317",9
"5318",10
"5319",8
"5320",5
"5321",14
"5322",6
"5323",14
"5324",14
"5325",6
"5326",4
"5327",6
"5328",5
"5329",6
"5330",14
"5331",5
"5332",14
"5333",7
"5334",14
"5335",14
"5336",8
"5337",14
"5338",6
"5339",10
"5340",5
"5341",9
"5342",10
"5343",7
"5344",5
"5345",8
"5346",8
"5347",6
"5348",14
"5349",14
"5350",14
"5351",14
"5352",4
"5353",5
"5354",14
"5355",6
"5356",5
"5357",14
"5358",14
"5359",5
"5360",5
"5361",6
"5362",7
"5363",9
"5364",5
"5365",14
"5366",6
"5367",5
"5368",5
"5369",14
"5370",10
"5371",5
"5372",9
"5373",14
"5374",14
"5375",14
"5376",6
"5377",10
"5378",14
"5379",9
"5380",6
"5381",5
"5382",14
"5383",9
"5384",14
"5385",8
"5386",9
"5387",8
"5388",9
"5389",14
"5390",9
"5391",9
"5392",14
"5393",9
"5394",14
"5395",7
"5396",14
"5397",5
"5398",5
"5399",7
"5400",5
"5401",5
"5402",8
"5403",6
"5404",14
"5405",6
"5406",10
"5407",5
"5408",14
"5409",5
"5410",14
"5411",14
"5412",6
"5413",5
"5414",9
"5415",5
"5416",9
"5417",9
"5418",9
"5419",14
"5420",5
"5421",9
"5422",9
"5423",5
"5424",10
"5425",14
"5426",14
"5427",14
"5428",5
"5429",14
"5430",14
"5431",4
"5432",5
"5433",6
"5434",14
"5435",8
"5436",14
"5437",4
"5438",5
"5439",5
"5440",10
"5441",6
"5442",6
"5443",5
"5444",9
"5445",14
"5446",14
"5447",6
"5448",14
"5449",6
"5450",14
"5451",14
"5452",14
"5453",5
"5454",5
"5455",5
"5456",5
"5457",14
"5458",14
"5459",14
"5460",5
"5461",14
"5462",6
"5463",14
"5464",9
"5465",10
"5466",6
"5467",9
"5468",14
"5469",14
"5470",6
"5471",14
"5472",6
"5473",10
"5474",6
"5475",5
"5476",5
"5477",5
"5478",10
"5479",14
"5480",9
"5481",14
"5482",9
"5483",14
"5484",6
"5485",5
"5486",5
"5487",5
"5488",9
"5489",5
"5490",6
"5491",14
"5492",5
"5493",9
"5494",10
"5495",10
"5496",5
"5497",5
"5498",4
"5499",14
"5500",14
"5501",14
"5502",6
"5503",9
"5504",9
"5505",9
"5506",14
"5507",5
"5508",6
"5509",0
"5510",14
"5511",14
"5512",6
"5513",14
"5514",6
"5515",9
"5516",4
"5517",5
"5518",6
"5519",5
"5520",6
"5521",14
"5522",6
"5523",8
"5524",14
"5525",5
"5526",9
"5527",10
"5528",5
"5529",4
"5530",6
"5531",6
"5532",14
"5533",5
"5534",6
"5535",9
"5536",6
"5537",9
"5538",9
"5539",9
"5540",14
"5541",9
"5542",5
"5543",5
"5544",5
"5545",9
"5546",14
"5547",8
"5548",8
"5549",10
"5550",6
"5551",14
"5552",4
"5553",14
"5554",4
"5555",6
"5556",14
"5557",9
"5558",9
"5559",6
"5560",6
"5561",14
"5562",5
"5563",9
"5564",9
"5565",14
"5566",5
"5567",10
"5568",5
"5569",14
"5570",9
"5571",9
"5572",10
"5573",5
"5574",6
"5575",14
"5576",14
"5577",6
"5578",10
"5579",8
"5580",6
"5581",14
"5582",6
"5583",8
"5584",6
"5585",14
"5586",6
"5587",4
"5588",10
"5589",9
"5590",6
"5591",6
"5592",14
"5593",5
"5594",10
"5595",6
"5596",6
"5597",9
"5598",14
"5599",8
"5600",4
"5601",6
"5602",8
"5603",6
"5604",6
"5605",9
"5606",10
"5607",6
"5608",5
"5609",8
"5610",14
"5611",10
"5612",5
"5613",9
"5614",5
"5615",6
"5616",6
"5617",5
"5618",10
"5619",14
"5620",9
"5621",8
"5622",14
"5623",9
"5624",9
"5625",9
"5626",5
"5627",14
"5628",5
"5629",9
"5630",14
"5631",8
"5632",5
"5633",5
"5634",10
"5635",6
"5636",5
"5637",5
"5638",10
"5639",9
"5640",5
"5641",9
"5642",7
"5643",5
"5644",5
"5645",6
"5646",9
"5647",14
"5648",14
"5649",5
"5650",9
"5651",5
"5652",5
"5653",9
"5654",9
"5655",5
"5656",14
"5657",5
"5658",14
"5659",14
"5660",7
"5661",14
"5662",9
"5663",5
"5664",14
"5665",8
"5666",5
"5667",8
"5668",5
"5669",6
"5670",9
"5671",14
"5672",5
"5673",5
"5674",6
"5675",4
"5676",5
"5677",14
"5678",14
"5679",14
"5680",9
"5681",7
"5682",4
"5683",6
"5684",9
"5685",14
"5686",5
"5687",9
"5688",8
"5689",14
"5690",5
"5691",6
"5692",9
"5693",9
"5694",5
"5695",6
"5696",9
"5697",5
"5698",6
"5699",9
"5700",5
"5701",5
"5702",5
"5703",8
"5704",10
"5705",9
"5706",14
"5707",14
"5708",5
"5709",14
"5710",6
"5711",14
"5712",9
"5713",14
"5714",6
"5715",4
"5716",9
"5717",14
"5718",0
"5719",14
"5720",6
"5721",9
"5722",6
"5723",6
"5724",14
"5725",9
"5726",14
"5727",10
"5728",8
"5729",14
"5730",14
"5731",5
"5732",9
"5733",9
"5734",4
"5735",9
"5736",14
"5737",6
"5738",9
"5739",10
"5740",14
"5741",14
"5742",9
"5743",14
"5744",9
"5745",10
"5746",6
"5747",5
"5748",14
"5749",8
"5750",14
"5751",14
"5752",10
"5753",10
"5754",14
"5755",9
"5756",6
"5757",5
"5758",9
"5759",6
"5760",14
"5761",10
"5762",6
"5763",14
"5764",14
"5765",4
"5766",14
"5767",14
"5768",4
"5769",6
"5770",9
"5771",6
"5772",6
"5773",14
"5774",4
"5775",10
"5776",14
"5777",8
"5778",4
"5779",14
"5780",4
"5781",6
"5782",9
"5783",10
"5784",7
"5785",5
"5786",14
"5787",5
"5788",9
"5789",10
"5790",10
"5791",6
"5792",14
"5793",5
"5794",10
"5795",8
"5796",5
"5797",5
"5798",5
"5799",14
"5800",6
"5801",7
"5802",6
"5803",14
"5804",5
"5805",8
"5806",14
"5807",14
"5808",9
"5809",14
"5810",5
"5811",6
"5812",14
"5813",14
"5814",5
"5815",8
"5816",6
"5817",9
"5818",6
"5819",14
"5820",6
"5821",9
"5822",5
"5823",14
"5824",9
"5825",5
"5826",5
"5827",9
"5828",14
"5829",9
"5830",5
"5831",14
"5832",6
"5833",5
"5834",10
"5835",6
"5836",4
"5837",4
"5838",6
"5839",14
"5840",4
"5841",10
"5842",5
"5843",14
"5844",5
"5845",5
"5846",5
"5847",14
"5848",4
"5849",14
"5850",9
"5851",6
"5852",14
"5853",5
"5854",10
"5855",6
"5856",10
"5857",5
"5858",5
"5859",9
"5860",9
"5861",6
"5862",9
"5863",10
"5864",9
"5865",6
"5866",9
"5867",14
"5868",10
"5869",6
"5870",6
"5871",5
"5872",6
"5873",6
"5874",14
"5875",9
"5876",4
"5877",5
"5878",14
"5879",6
"5880",14
"5881",14
"5882",5
"5883",10
"5884",9
"5885",6
"5886",5
"5887",9
"5888",14
"5889",14
"5890",14
"5891",5
"5892",6
"5893",14
"5894",9
"5895",9
"5896",4
"5897",14
"5898",14
"5899",9
"5900",5
"5901",6
"5902",10
"5903",5
"5904",8
"5905",5
"5906",14
"5907",9
"5908",9
"5909",14
"5910",5
"5911",14
"5912",5
"5913",14
"5914",9
"5915",9
"5916",5
"5917",9
"5918",9
"5919",14
"5920",14
"5921",5
"5922",14
"5923",14
"5924",5
"5925",5
"5926",5
"5927",5
"5928",10
"5929",6
"5930",10
"5931",9
"5932",6
"5933",6
"5934",6
"5935",14
"5936",7
"5937",14
"5938",9
"5939",9
"5940",9
"5941",10
"5942",14
"5943",14
"5944",5
"5945",6
"5946",10
"5947",14
"5948",10
"5949",4
"5950",8
"5951",5
"5952",14
"5953",5
"5954",9
"5955",5
"5956",7
"5957",6
"5958",5
"5959",5
"5960",14
"5961",6
"5962",9
"5963",8
"5964",10
"5965",7
"5966",5
"5967",6
"5968",5
"5969",5
"5970",14
"5971",4
"5972",6
"5973",10
"5974",6
"5975",14
"5976",14
"5977",9
"5978",14
"5979",8
"5980",5
"5981",4
"5982",14
"5983",10
"5984",5
"5985",14
"5986",6
"5987",5
"5988",14
"5989",14
"5990",6
"5991",5
"5992",6
"5993",10
"5994",5
"5995",6
"5996",6
"5997",9
"5998",4
"5999",14
"6000",5
"6001",6
"6002",6
"6003",6
"6004",6
"6005",6
"6006",6
"6007",6
"6008",6
"6009",6
"6010",6
"6011",6
"6012",6
"6013",6
"6014",6
"6015",6
"6016",6
"6017",6
"6018",6
"6019",6
"6020",6
"6021",6
"6022",6
"6023",6
"6024",6
"6025",6
"6026",6
"6027",6
"6028",6
"6029",6
"6030",6
"6031",6
"6032",6
"6033",6
"6034",6
"6035",6
"6036",6
"6037",6
"6038",6
"6039",2
"6040",6
"6041",2
"6042",6
"6043",6
"6044",6
"6045",6
"6046",6
"6047",6
"6048",6
"6049",6
"6050",6
"6051",6
"6052",6
"6053",6
"6054",6
"6055",6
"6056",6
"6057",6
"6058",6
"6059",6
"6060",6
"6061",6
"6062",6
"6063",6
"6064",6
"6065",6
"6066",6
"6067",6
"6068",6
"6069",12
"6070",6
"6071",6
"6072",6
"6073",6
"6074",6
"6075",6
"6076",6
"6077",6
"6078",6
"6079",6
"6080",6
"6081",6
"6082",6
"6083",6
"6084",6
"6085",6
"6086",6
"6087",6
"6088",6
"6089",6
"6090",6
"6091",6
"6092",6
"6093",6
"6094",6
"6095",6
"6096",6
"6097",6
"6098",6
"6099",6
"6100",6
"6101",6
"6102",6
"6103",6
"6104",6
"6105",6
"6106",6
"6107",6
"6108",6
"6109",6
"6110",6
"6111",6
"6112",6
"6113",6
"6114",6
"6115",6
"6116",6
"6117",6
"6118",6
"6119",6
"6120",6
"6121",11
"6122",6
"6123",6
"6124",6
"6125",6
"6126",6
"6127",6
"6128",6
"6129",6
"6130",6
"6131",6
"6132",6
"6133",6
"6134",6
"6135",6
"6136",6
"6137",6
"6138",6
"6139",6
"6140",6
"6141",6
"6142",6
"6143",12
"6144",6
"6145",6
"6146",6
"6147",6
"6148",12
"6149",6
"6150",6
"6151",6
"6152",6
"6153",6
"6154",6
"6155",6
"6156",6
"6157",6
"6158",6
"6159",6
"6160",6
"6161",6
"6162",6
"6163",6
"6164",6
"6165",6
"6166",6
"6167",6
"6168",6
"6169",6
"6170",6
"6171",6
"6172",6
"6173",6
"6174",6
"6175",6
"6176",6
"6177",6
"6178",6
"6179",6
"6180",6
"6181",6
"6182",6
"6183",6
"6184",6
"6185",6
"6186",6
"6187",6
"6188",6
"6189",6
"6190",6
"6191",6
"6192",6
"6193",6
"6194",6
"6195",12
"6196",6
"6197",6
"6198",6
"6199",6
"6200",6
"6201",6
"6202",6
"6203",6
"6204",12
"6205",6
"6206",6
"6207",6
"6208",6
"6209",6
"6210",6
"6211",6
"6212",6
"6213",6
"6214",6
"6215",12
"6216",6
"6217",6
"6218",6
"6219",6
"6220",12
"6221",6
"6222",6
"6223",6
"6224",6
"6225",6
"6226",6
"6227",6
"6228",6
"6229",6
"6230",6
"6231",6
"6232",6
"6233",6
"6234",6
"6235",6
"6236",6
"6237",6
"6238",6
"6239",6
"6240",6
"6241",6
"6242",6
"6243",6
"6244",6
"6245",6
"6246",6
"6247",6
"6248",6
"6249",6
"6250",6
"6251",6
"6252",6
"6253",6
"6254",6
"6255",6
"6256",6
"6257",6
"6258",6
"6259",6
"6260",6
"6261",6
"6262",12
"6263",6
"6264",6
"6265",6
"6266",6
"6267",6
"6268",6
"6269",6
"6270",6
"6271",6
"6272",6
"6273",6
"6274",6
"6275",6
"6276",6
"6277",6
"6278",6
"6279",6
"6280",12
"6281",6
"6282",6
"6283",6
"6284",6
"6285",6
"6286",6
"6287",6
"6288",6
"6289",6
"6290",6
"6291",6
"6292",6
"6293",6
"6294",6
"6295",6
"6296",6
"6297",6
"6298",6
"6299",6
"6300",6
"6301",6
"6302",6
"6303",6
"6304",6
"6305",6
"6306",6
"6307",6
"6308",6
"6309",6
"6310",6
"6311",6
"6312",6
"6313",6
"6314",6
"6315",6
"6316",6
"6317",6
"6318",6
"6319",6
"6320",6
"6321",6
"6322",6
"6323",6
"6324",6
"6325",6
"6326",6
"6327",6
"6328",6
"6329",6
"6330",6
"6331",6
"6332",12
"6333",6
"6334",6
"6335",6
"6336",6
"6337",6
"6338",6
"6339",6
"6340",6
"6341",6
"6342",6
"6343",6
"6344",6
"6345",6
"6346",6
"6347",6
"6348",6
"6349",6
"6350",6
"6351",6
"6352",6
"6353",6
"6354",6
"6355",6
"6356",6
"6357",6
"6358",6
"6359",6
"6360",6
"6361",6
"6362",6
"6363",6
"6364",6
"6365",6
"6366",6
"6367",12
"6368",6
"6369",6
"6370",6
"6371",6
"6372",6
"6373",6
"6374",6
"6375",6
"6376",2
"6377",6
"6378",6
"6379",6
"6380",6
"6381",6
"6382",6
"6383",6
"6384",6
"6385",6
"6386",6
"6387",6
"6388",6
"6389",6
"6390",6
"6391",6
"6392",6
"6393",6
"6394",6
"6395",6
"6396",6
"6397",12
"6398",6
"6399",6
"6400",6
"6401",6
"6402",6
"6403",6
"6404",12
"6405",6
"6406",6
"6407",12
"6408",6
"6409",6
"6410",6
"6411",6
"6412",6
"6413",6
"6414",6
"6415",6
"6416",1
"6417",6
"6418",6
"6419",6
"6420",6
"6421",6
"6422",6
"6423",6
"6424",6
"6425",2
"6426",6
"6427",6
"6428",6
"6429",6
"6430",6
"6431",6
"6432",6
"6433",6
"6434",6
"6435",2
"6436",6
"6437",6
"6438",6
"6439",6
"6440",6
"6441",6
"6442",6
"6443",6
"6444",6
"6445",6
"6446",6
"6447",6
"6448",6
"6449",6
"6450",12
"6451",6
"6452",6
"6453",6
"6454",6
"6455",6
"6456",6
"6457",6
"6458",6
"6459",6
"6460",6
"6461",6
"6462",6
"6463",6
"6464",6
"6465",6
"6466",6
"6467",6
"6468",6
"6469",6
"6470",6
"6471",6
"6472",6
"6473",6
"6474",6
"6475",6
"6476",6
"6477",6
"6478",6
"6479",6
"6480",6
"6481",6
"6482",6
"6483",6
"6484",6
"6485",6
"6486",6
"6487",6
"6488",6
"6489",6
"6490",6
"6491",6
"6492",6
"6493",6
"6494",6
"6495",6
"6496",6
"6497",6
"6498",6
"6499",6
"6500",6
"6501",6
"6502",6
"6503",6
"6504",6
"6505",6
"6506",6
"6507",6
"6508",6
"6509",6
"6510",12
"6511",6
"6512",6
"6513",6
"6514",6
"6515",6
"6516",6
"6517",6
"6518",12
"6519",6
"6520",6
"6521",6
"6522",6
"6523",6
"6524",6
"6525",6
"6526",6
"6527",6
"6528",6
"6529",6
"6530",6
"6531",12
"6532",6
"6533",6
"6534",6
"6535",6
"6536",6
"6537",6
"6538",6
"6539",6
"6540",6
"6541",6
"6542",6
"6543",6
"6544",6
"6545",6
"6546",6
"6547",6
"6548",6
"6549",6
"6550",6
"6551",6
"6552",6
"6553",6
"6554",6
"6555",6
"6556",6
"6557",6
"6558",6
"6559",2
"6560",6
"6561",6
"6562",6
"6563",6
"6564",6
"6565",6
"6566",6
"6567",6
"6568",6
"6569",6
"6570",6
"6571",6
"6572",6
"6573",6
"6574",6
"6575",6
"6576",6
"6577",6
"6578",6
"6579",6
"6580",6
"6581",6
"6582",6
"6583",6
"6584",6
"6585",6
"6586",6
"6587",6
"6588",6
"6589",6
"6590",6
"6591",6
"6592",6
"6593",6
"6594",6
"6595",6
"6596",6
"6597",6
"6598",6
"6599",6
"6600",12
"6601",6
"6602",6
"6603",6
"6604",6
"6605",6
"6606",6
"6607",6
"6608",6
"6609",6
"6610",6
"6611",6
"6612",6
"6613",6
"6614",6
"6615",6
"6616",6
"6617",6
"6618",6
"6619",6
"6620",6
"6621",6
"6622",6
"6623",6
"6624",6
"6625",6
"6626",6
"6627",6
"6628",6
"6629",6
"6630",6
"6631",6
"6632",6
"6633",6
"6634",6
"6635",6
"6636",6
"6637",6
"6638",6
"6639",6
"6640",6
"6641",6
"6642",6
"6643",6
"6644",6
"6645",6
"6646",6
"6647",6
"6648",6
"6649",6
"6650",6
"6651",6
"6652",6
"6653",6
"6654",6
"6655",6
"6656",6
"6657",6
"6658",6
"6659",6
"6660",6
"6661",12
"6662",6
"6663",6
"6664",2
"6665",6
"6666",6
"6667",6
"6668",6
"6669",1
"6670",6
"6671",6
"6672",6
"6673",6
"6674",6
"6675",6
"6676",6
"6677",6
"6678",6
"6679",6
"6680",6
"6681",6
"6682",6
"6683",6
"6684",6
"6685",6
"6686",6
"6687",6
"6688",6
"6689",6
"6690",6
"6691",6
"6692",6
"6693",6
"6694",6
"6695",6
"6696",6
"6697",6
"6698",6
"6699",6
"6700",6
"6701",6
"6702",6
"6703",6
"6704",6
"6705",6
"6706",6
"6707",6
"6708",6
"6709",6
"6710",6
"6711",6
"6712",6
"6713",6
"6714",6
"6715",6
"6716",6
"6717",6
"6718",6
"6719",6
"6720",6
"6721",6
"6722",6
"6723",6
"6724",6
"6725",6
"6726",6
"6727",6
"6728",6
"6729",6
"6730",6
"6731",6
"6732",6
"6733",6
"6734",6
"6735",6
"6736",6
"6737",6
"6738",6
"6739",6
"6740",6
"6741",6
"6742",6
"6743",6
"6744",6
"6745",12
"6746",6
"6747",6
"6748",6
"6749",6
"6750",6
"6751",6
"6752",6
"6753",12
"6754",6
"6755",6
"6756",6
"6757",6
"6758",6
"6759",6
"6760",6
"6761",6
"6762",6
"6763",12
"6764",2
"6765",6
"6766",6
"6767",6
"6768",6
"6769",6
"6770",6
"6771",6
"6772",6
"6773",6
"6774",6
"6775",12
"6776",6
"6777",6
"6778",6
"6779",6
"6780",6
"6781",6
"6782",6
"6783",6
"6784",6
"6785",6
"6786",6
"6787",6
"6788",6
"6789",6
"6790",6
"6791",6
"6792",6
"6793",6
"6794",6
"6795",6
"6796",6
"6797",6
"6798",6
"6799",6
"6800",6
"6801",6
"6802",6
"6803",6
"6804",6
"6805",6
"6806",6
"6807",6
"6808",6
"6809",6
"6810",6
"6811",6
"6812",6
"6813",6
"6814",6
"6815",6
"6816",6
"6817",6
"6818",6
"6819",6
"6820",6
"6821",6
"6822",6
"6823",6
"6824",6
"6825",6
"6826",6
"6827",6
"6828",12
"6829",6
"6830",6
"6831",6
"6832",6
"6833",6
"6834",6
"6835",6
"6836",6
"6837",6
"6838",6
"6839",6
"6840",6
"6841",6
"6842",6
"6843",6
"6844",6
"6845",6
"6846",6
"6847",6
"6848",6
"6849",6
"6850",2
"6851",6
"6852",6
"6853",6
"6854",6
"6855",6
"6856",1
"6857",6
"6858",6
"6859",6
"6860",6
"6861",12
"6862",6
"6863",6
"6864",6
"6865",6
"6866",6
"6867",6
"6868",6
"6869",6
"6870",6
"6871",6
"6872",6
"6873",6
"6874",6
"6875",6
"6876",6
"6877",6
"6878",6
"6879",6
"6880",6
"6881",6
"6882",6
"6883",6
"6884",6
"6885",12
"6886",6
"6887",6
"6888",6
"6889",6
"6890",6
"6891",6
"6892",6
"6893",6
"6894",6
"6895",6
"6896",6
"6897",6
"6898",6
"6899",6
"6900",6
"6901",2
"6902",6
"6903",6
"6904",6
"6905",11
"6906",2
"6907",12
"6908",12
"6909",6
"6910",6
"6911",2
"6912",6
"6913",0
"6914",6
"6915",12
"6916",6
"6917",6
"6918",6
"6919",6
"6920",6
"6921",12
"6922",6
"6923",6
"6924",6
"6925",12
"6926",6
"6927",6
"6928",2
"6929",11
"6930",6
"6931",6
"6932",6
"6933",12
"6934",6
"6935",6
"6936",6
"6937",6
"6938",12
"6939",12
"6940",6
"6941",6
"6942",11
"6943",6
"6944",6
"6945",6
"6946",1
"6947",6
"6948",6
"6949",6
"6950",6
"6951",6
"6952",6
"6953",12
"6954",6
"6955",6
"6956",6
"6957",6
"6958",6
"6959",12
"6960",6
"6961",6
"6962",6
"6963",6
"6964",6
"6965",6
"6966",6
"6967",6
"6968",3
"6969",6
"6970",6
"6971",3
"6972",6
"6973",6
"6974",6
"6975",6
"6976",12
"6977",6
"6978",6
"6979",6
"6980",6
"6981",6
"6982",6
"6983",6
"6984",6
"6985",3
"6986",6
"6987",6
"6988",6
"6989",6
"6990",2
"6991",12
"6992",1
"6993",6
"6994",6
"6995",2
"6996",6
"6997",6
"6998",12
"6999",12
"7000",2
"7001",6
"7002",6
"7003",6
"7004",12
"7005",12
"7006",12
"7007",6
"7008",6
"7009",12
"7010",12
"7011",6
"7012",12
"7013",6
"7014",6
"7015",6
"7016",12
"7017",12
"7018",6
"7019",6
"7020",12
"7021",12
"7022",6
"7023",11
"7024",6
"7025",6
"7026",2
"7027",2
"7028",6
"7029",6
"7030",6
"7031",6
"7032",6
"7033",12
"7034",2
"7035",1
"7036",12
"7037",2
"7038",2
"7039",6
"7040",12
"7041",12
"7042",2
"7043",6
"7044",6
"7045",6
"7046",6
"7047",12
"7048",6
"7049",6
"7050",6
"7051",12
"7052",2
"7053",6
"7054",6
"7055",2
"7056",6
"7057",6
"7058",6
"7059",6
"7060",6
"7061",6
"7062",6
"7063",6
"7064",11
"7065",6
"7066",1
"7067",6
"7068",12
"7069",6
"7070",6
"7071",6
"7072",6
"7073",6
"7074",11
"7075",6
"7076",6
"7077",6
"7078",6
"7079",6
"7080",2
"7081",6
"7082",6
"7083",6
"7084",6
"7085",6
"7086",6
"7087",12
"7088",6
"7089",6
"7090",12
"7091",2
"7092",1
"7093",6
"7094",6
"7095",6
"7096",6
"7097",6
"7098",6
"7099",12
"7100",6
"7101",1
"7102",6
"7103",6
"7104",12
"7105",6
"7106",6
"7107",6
"7108",6
"7109",6
"7110",6
"7111",12
"7112",1
"7113",6
"7114",6
"7115",6
"7116",6
"7117",11
"7118",6
"7119",6
"7120",12
"7121",6
"7122",6
"7123",6
"7124",12
"7125",6
"7126",6
"7127",6
"7128",6
"7129",2
"7130",6
"7131",6
"7132",6
"7133",6
"7134",2
"7135",12
"7136",2
"7137",12
"7138",6
"7139",6
"7140",6
"7141",6
"7142",12
"7143",6
"7144",12
"7145",6
"7146",6
"7147",1
"7148",6
"7149",6
"7150",6
"7151",6
"7152",6
"7153",6
"7154",12
"7155",6
"7156",6
"7157",6
"7158",6
"7159",12
"7160",6
"7161",6
"7162",6
