"","V1A11","V1A12","V1A13","V1A14","V2","V3A31","V3A32","V3A33","V3A34","V4A41","V4A410","V4A42","V4A43","V4A44","V4A45","V4A46","V4A48","V4A49","V5","V6A62","V6A63","V6A64","V6A65","V7A72","V7A73","V7A74","V7A75","V8","V9A92","V9A93","V9A94","V10A102","V10A103","V11","V12A122","V12A123","V12A124","V13","V14A142","V14A143","V15A152","V15A153","V16","V17A172","V17A173","V17A174","V18","V19A192","V20A202"
"268",0,0,0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,1533,0,0,0,0,1,0,0,0,4,1,0,0,0,0,3,0,1,0,38,1,0,1,0,1,0,1,0,1,1,0
"269",1,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,8978,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,45,0,1,1,0,1,0,0,1,1,1,1
"270",0,0,0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,999,0,0,0,1,0,0,0,1,4,0,1,0,0,0,2,0,1,0,25,0,1,1,0,2,0,1,0,1,0,0
"271",0,0,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,2662,0,0,0,1,0,0,1,0,4,0,1,0,0,0,3,1,0,0,32,0,1,1,0,1,0,1,0,1,0,1
"272",0,0,0,1,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1402,0,1,0,0,0,0,1,0,3,1,0,0,0,0,4,0,1,0,37,0,1,0,0,1,0,1,0,1,1,0
"273",0,1,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,12169,0,0,0,1,0,0,0,0,4,0,1,0,1,0,4,0,0,1,36,0,1,0,1,1,0,0,1,1,1,0
"274",0,1,0,0,48,0,1,0,0,0,0,0,1,0,0,0,0,0,3060,0,0,0,0,0,0,1,0,4,0,1,0,0,0,4,0,0,0,28,0,1,1,0,2,0,1,0,1,0,0
"275",1,0,0,0,30,0,1,0,0,0,0,0,0,0,1,0,0,0,11998,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,34,0,1,1,0,1,1,0,0,1,1,0
"276",0,0,0,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,2697,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,32,0,1,1,0,1,0,1,0,2,0,0
"277",0,0,0,1,18,0,0,0,1,0,0,0,1,0,0,0,0,0,2404,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,1,0,26,0,1,1,0,2,0,1,0,1,0,0
"278",1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1262,0,0,0,1,0,0,0,1,2,0,0,0,0,0,4,1,0,0,49,0,1,1,0,1,1,0,0,1,1,0
"279",0,0,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,4611,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,1,0,0,32,0,1,1,0,1,0,1,0,1,0,0
"280",0,0,0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,1901,1,0,0,0,0,1,0,0,4,0,1,0,0,0,4,0,1,0,29,0,1,0,0,1,0,0,1,1,1,0
"281",0,0,0,1,15,0,0,0,1,1,0,0,0,0,0,0,0,0,3368,0,0,1,0,0,0,0,1,3,0,1,0,0,0,4,0,0,1,23,0,1,0,0,2,0,1,0,1,1,0
"282",0,0,0,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1574,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,0,0,50,0,1,1,0,1,0,1,0,1,0,0
"283",0,0,1,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,1445,0,0,0,1,0,0,1,0,4,0,1,0,0,0,4,0,1,0,49,0,0,1,0,1,1,0,0,1,0,0
"284",0,0,0,1,15,0,0,0,1,0,0,1,0,0,0,0,0,0,1520,0,0,0,1,0,0,0,1,4,0,1,0,0,0,4,1,0,0,63,0,1,1,0,1,0,1,0,1,0,0
"285",0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,3878,1,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,1,0,37,0,1,1,0,1,0,1,0,1,1,0
"286",1,0,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,10722,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,35,0,1,1,0,1,1,0,0,1,1,0
"287",1,0,0,0,48,0,1,0,0,1,0,0,0,0,0,0,0,0,4788,0,0,0,0,0,0,1,0,4,0,1,0,0,0,3,1,0,0,26,0,1,1,0,1,0,1,0,2,0,0
"288",0,1,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,0,7582,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,1,31,0,1,0,1,1,0,0,1,1,1,0
"289",0,1,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1092,0,0,0,0,0,1,0,0,4,1,0,0,0,1,4,0,0,0,49,0,1,1,0,2,0,1,0,1,1,0
"290",1,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,1024,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,0,48,1,0,1,0,1,0,1,0,1,0,0
"291",0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1076,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,26,0,1,1,0,1,0,1,0,1,1,1
"292",0,1,0,0,36,0,1,0,0,1,0,0,0,0,0,0,0,0,9398,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,1,0,28,0,1,0,0,1,0,0,1,1,1,0
"293",1,0,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,6419,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,0,0,1,44,0,1,0,1,2,0,0,1,2,1,0
"294",0,0,1,0,42,0,0,0,1,1,0,0,0,0,0,0,0,0,4796,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,0,1,56,0,1,0,1,1,0,1,0,1,0,0
"295",0,0,0,1,48,0,0,0,1,0,0,0,0,0,0,0,0,1,7629,0,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,1,0,46,0,0,1,0,2,0,0,1,2,0,0
"296",0,1,0,0,48,0,1,0,0,0,0,1,0,0,0,0,0,0,9960,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,26,0,1,1,0,1,0,1,0,1,1,0
"297",0,0,0,1,12,0,1,0,0,1,0,0,0,0,0,0,0,0,4675,0,0,0,1,1,0,0,0,1,1,0,0,0,0,4,0,1,0,20,0,1,0,0,1,0,1,0,1,0,0
"298",0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1287,0,0,0,1,0,0,0,1,4,0,1,0,1,0,2,1,0,0,45,0,1,1,0,1,1,0,0,1,0,1
"299",0,0,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,2515,0,0,0,0,0,1,0,0,3,0,1,0,0,0,4,0,0,0,43,0,1,1,0,1,0,1,0,1,1,0
"300",0,1,0,0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,2745,0,0,1,0,0,0,1,0,3,0,1,0,0,0,2,0,1,0,32,0,1,1,0,2,0,1,0,1,1,0
"301",0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,54,0,1,1,0,1,0,0,0,1,1,0
"302",0,1,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,3804,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,1,0,42,0,1,1,0,1,0,1,0,1,1,0
"303",0,0,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1344,0,0,0,1,0,0,1,0,4,0,1,0,0,0,2,0,0,0,37,0,0,1,0,2,1,0,0,2,0,0
"304",1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,1,0,4,0,1,0,1,0,3,1,0,0,49,0,1,1,0,2,0,1,0,1,1,0
"305",0,0,0,1,48,0,0,0,1,0,0,0,0,0,0,0,0,0,10127,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,1,44,0,0,0,1,1,0,1,0,1,0,0
"306",0,0,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1543,0,0,1,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,33,0,1,1,0,1,0,1,0,1,0,0
"307",0,0,0,1,30,0,1,0,0,1,0,0,0,0,0,0,0,0,4811,0,0,0,1,0,0,1,0,2,1,0,0,0,0,4,1,0,0,24,1,0,0,0,1,1,0,0,1,0,0
"308",1,0,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,727,1,0,0,0,1,0,0,0,4,0,0,1,0,0,3,0,0,1,33,0,1,1,0,1,1,0,0,1,1,0
"309",0,1,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1237,0,0,0,0,0,1,0,0,3,1,0,0,0,0,4,0,0,0,24,0,1,1,0,1,0,1,0,1,0,0
"310",0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,1,0,0,4,0,0,1,0,0,4,0,0,0,22,0,1,0,0,1,1,0,0,1,0,0
"311",0,1,0,0,48,0,1,0,0,0,1,0,0,0,0,0,0,0,5381,0,0,0,1,0,0,0,0,3,0,1,0,0,0,4,0,0,1,40,0,0,0,1,1,0,0,0,1,1,0
"312",0,0,0,1,24,0,1,0,0,0,0,1,0,0,0,0,0,0,5511,1,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,1,0,25,1,0,1,0,1,0,1,0,1,0,0
"313",0,0,1,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,3749,0,0,0,0,1,0,0,0,2,1,0,0,0,0,4,0,1,0,26,0,1,1,0,1,0,1,0,1,0,0
"314",0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,0,1,0,25,0,0,1,0,1,1,0,0,1,0,0
"315",0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1494,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,29,0,1,1,0,1,1,0,0,2,0,1
"316",1,0,0,0,36,1,0,0,0,0,0,1,0,0,0,0,0,0,2746,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,1,0,31,0,0,1,0,1,0,1,0,1,0,0
"317",1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,708,0,0,0,0,0,1,0,0,2,0,1,0,0,1,3,1,0,0,38,0,1,1,0,1,1,0,0,2,0,0
"318",0,1,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,4351,0,0,0,1,0,1,0,0,1,1,0,0,0,0,4,1,0,0,48,0,1,1,0,1,1,0,0,1,1,0
"319",0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,701,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0,32,0,1,1,0,2,0,1,0,1,0,0
"320",1,0,0,0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,3643,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,1,0,0,27,0,1,1,0,2,1,0,0,1,0,0
"321",0,1,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,4249,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,1,0,28,0,1,1,0,2,0,0,1,1,0,0
"322",1,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,1938,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,1,0,0,32,0,1,1,0,1,0,1,0,1,0,0
"323",1,0,0,0,24,0,1,0,0,1,0,0,0,0,0,0,0,0,2910,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,34,0,1,0,1,1,0,0,1,1,1,0
"324",1,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,2659,0,0,1,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0,28,0,1,1,0,1,0,1,0,1,0,0
"325",0,0,0,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,1,0,0,4,1,0,0,0,0,3,0,0,0,36,0,1,1,0,2,0,1,0,1,0,0
"326",1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3398,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,39,0,1,1,0,2,1,0,0,1,0,1
"327",0,0,0,1,12,0,0,0,1,0,0,1,0,0,0,0,0,0,5801,0,0,0,1,0,0,0,1,2,0,1,0,0,0,4,1,0,0,49,0,1,0,0,1,0,1,0,1,1,0
"328",0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1525,0,0,1,0,0,0,1,0,4,1,0,0,0,0,3,0,1,0,34,0,1,1,0,1,0,1,0,2,1,0
"329",0,0,1,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,4473,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,1,0,31,0,1,1,0,1,0,1,0,1,0,0
"330",0,1,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1068,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,1,0,28,0,1,1,0,1,0,1,0,2,0,0
"331",1,0,0,0,24,0,0,0,1,1,0,0,0,0,0,0,0,0,6615,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,0,1,75,0,1,0,1,2,0,0,1,1,1,0
"332",0,0,0,1,18,0,0,0,1,0,0,0,0,0,0,1,0,0,1864,1,0,0,0,0,1,0,0,4,1,0,0,0,0,2,0,0,0,30,0,1,1,0,2,0,1,0,1,0,0
"333",0,1,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,7408,1,0,0,0,1,0,0,0,4,1,0,0,0,0,2,1,0,0,24,0,1,1,0,1,0,0,1,1,0,0
"334",0,0,0,1,48,0,0,0,1,1,0,0,0,0,0,0,0,0,11590,1,0,0,0,0,1,0,0,2,1,0,0,0,0,4,0,1,0,24,0,0,0,0,2,1,0,0,1,0,0
"335",1,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,4110,0,0,0,0,0,0,0,1,3,0,1,0,0,0,4,0,0,1,23,0,0,0,0,2,0,1,0,2,0,0
"336",1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,3384,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,44,0,1,0,0,1,0,0,1,1,1,0
"337",0,1,0,0,13,0,1,0,0,0,0,0,1,0,0,0,0,0,2101,0,0,0,0,1,0,0,0,2,1,0,0,0,1,4,1,0,0,23,0,1,1,0,1,1,0,0,1,0,0
"338",1,0,0,0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,1275,0,0,0,1,0,1,0,0,4,1,0,0,0,0,2,0,1,0,24,0,1,0,0,1,0,1,0,1,0,0
"339",1,0,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,4169,0,0,0,0,0,1,0,0,4,0,1,0,0,0,4,1,0,0,28,0,1,1,0,1,0,1,0,1,0,0
"340",0,1,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1521,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,1,0,31,0,1,1,0,1,1,0,0,1,0,0
"341",0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,5743,0,0,0,0,1,0,0,0,2,1,0,0,0,0,4,0,0,1,24,0,1,0,1,2,0,1,0,1,1,0
"342",1,0,0,0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,3599,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0,1,0,26,0,1,0,0,1,1,0,0,1,0,0
"343",0,1,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0,3213,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,25,0,1,0,0,1,0,1,0,1,0,0
"344",0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,4439,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,33,0,0,1,0,1,0,0,1,1,1,0
"345",0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,3949,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,37,0,1,1,0,1,1,0,0,2,0,0
"346",0,0,0,1,15,0,0,0,1,0,0,0,1,0,0,0,0,0,1459,0,0,0,0,0,1,0,0,4,1,0,0,0,0,2,0,1,0,43,0,1,1,0,1,1,0,0,1,0,0
"347",0,1,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,882,0,0,0,0,1,0,0,0,4,0,1,0,0,1,4,0,0,0,23,0,1,1,0,2,0,1,0,1,0,0
"348",0,1,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,3758,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,1,23,0,1,0,0,1,0,0,0,1,0,0
"349",0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1743,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,34,0,1,1,0,2,1,0,0,1,0,0
"350",0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1136,0,0,1,0,0,0,0,1,4,0,1,0,0,0,3,0,0,1,32,0,1,0,1,2,0,1,0,2,0,0
"351",0,0,0,1,9,0,1,0,0,0,0,0,0,1,0,0,0,0,1236,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,0,0,23,0,1,0,0,1,0,1,0,1,1,0
"352",0,1,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,959,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,0,29,0,1,1,0,1,0,1,0,1,0,1
"353",0,0,0,1,18,0,0,0,1,1,0,0,0,0,0,0,0,0,3229,0,0,0,1,0,0,0,0,2,0,1,0,0,0,4,0,0,1,38,0,1,1,0,1,0,0,1,1,1,0
"354",1,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,6199,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,1,0,0,28,0,1,0,0,2,0,1,0,1,1,0
"355",0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,1,0,0,727,0,1,0,0,0,0,0,1,4,0,1,0,0,0,4,0,0,1,46,0,1,0,1,1,0,1,0,1,1,0
"356",0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,1,0,0,0,4,0,1,0,0,0,2,0,0,0,23,1,0,1,0,1,1,0,0,1,0,0
"357",0,0,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,2331,0,0,0,1,0,0,0,1,1,0,1,0,1,0,4,0,0,0,49,0,1,1,0,1,0,1,0,1,1,0
"358",0,0,0,1,36,0,0,1,0,0,0,0,1,0,0,0,0,0,4463,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0,26,0,1,1,0,2,0,0,1,1,1,0
"359",0,0,0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,776,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,0,0,0,28,0,1,1,0,1,0,1,0,1,0,0
"360",1,0,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,2406,0,0,0,0,0,0,1,0,4,1,0,0,0,0,4,0,0,0,23,0,1,0,0,1,0,1,0,1,0,0
"361",0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,1,0,0,1239,0,0,0,1,0,1,0,0,4,0,1,0,0,0,4,0,0,1,61,0,1,0,1,1,0,1,0,1,0,0
"362",0,0,1,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,3399,0,0,0,1,0,0,0,1,2,0,1,0,0,0,3,0,1,0,37,0,1,1,0,1,0,0,1,1,0,0
"363",0,0,1,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,2247,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,1,0,36,1,0,1,0,2,0,1,0,1,1,0
"364",0,0,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1766,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,21,0,1,0,0,1,0,1,0,1,0,0
"365",1,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,2473,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,1,0,25,0,1,1,0,1,0,0,0,1,0,0
"366",0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1542,0,0,0,0,0,0,1,0,2,0,1,0,0,0,4,0,1,0,36,0,1,1,0,1,0,1,0,1,1,0
"367",0,0,0,1,18,0,0,0,1,1,0,0,0,0,0,0,0,0,3850,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,1,0,27,0,1,1,0,2,0,1,0,1,0,0
"368",1,0,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,3650,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,1,0,22,0,1,0,0,1,0,1,0,1,0,0
"369",1,0,0,0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,3446,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,1,0,42,0,1,1,0,1,0,1,0,2,0,0
"370",0,1,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,3001,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,0,0,0,40,0,1,0,0,1,0,1,0,1,0,0
"371",0,0,0,1,36,0,1,0,0,0,0,0,0,0,0,0,0,0,3079,0,0,0,1,0,1,0,0,4,0,1,0,0,0,4,0,0,0,36,0,1,1,0,1,0,1,0,1,0,0
"372",0,0,0,1,18,0,0,0,1,0,0,0,1,0,0,0,0,0,6070,0,0,0,0,0,0,0,1,3,0,1,0,0,0,4,0,1,0,33,0,1,1,0,2,0,1,0,1,1,0
"373",0,0,0,1,10,0,0,0,1,0,0,1,0,0,0,0,0,0,2146,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,23,0,1,0,0,2,0,1,0,1,0,0
"374",0,0,0,1,60,0,0,0,1,0,0,0,0,0,0,0,0,0,13756,0,0,0,1,0,0,0,1,2,0,1,0,0,0,4,0,0,1,63,0,0,0,1,1,0,0,1,1,1,0
"375",0,1,0,0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,14782,1,0,0,0,0,0,0,1,3,1,0,0,0,0,4,0,0,1,60,0,0,0,1,2,0,0,1,1,1,0
"376",1,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,1,7685,0,0,0,0,0,0,1,0,2,1,0,0,0,1,4,0,1,0,37,0,1,0,0,1,0,1,0,1,0,0
"377",0,0,0,1,18,0,0,1,0,0,0,0,1,0,0,0,0,0,2320,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,34,0,1,1,0,2,0,1,0,1,0,0
"378",0,0,0,1,7,0,0,1,0,0,0,0,1,0,0,0,0,0,846,0,0,0,1,0,0,0,1,3,0,1,0,0,0,4,0,0,1,36,0,1,0,1,1,0,1,0,1,0,0
"379",0,1,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,14318,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,0,1,57,0,1,0,1,1,0,0,1,1,1,0
"380",0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,362,1,0,0,0,0,1,0,0,4,1,0,0,0,0,4,0,1,0,52,0,1,1,0,2,1,0,0,1,0,0
"381",1,0,0,0,20,0,1,0,0,0,0,1,0,0,0,0,0,0,2212,0,0,0,1,0,0,1,0,4,0,1,0,0,0,4,0,1,0,39,0,1,1,0,1,0,1,0,1,1,0
"382",0,1,0,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0,12976,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,1,38,0,1,0,1,1,0,0,1,1,1,0
"383",0,0,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1283,0,0,0,1,0,0,1,0,4,1,0,0,0,0,4,1,0,0,25,0,1,0,0,1,0,1,0,1,0,0
"384",0,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,26,0,1,1,0,1,0,1,0,1,0,0
"385",0,0,0,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,4272,1,0,0,0,0,1,0,0,2,0,1,0,0,0,2,1,0,0,26,0,1,1,0,2,1,0,0,1,0,0
"386",0,0,0,1,18,0,0,0,1,0,0,0,1,0,0,0,0,0,2238,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,1,0,25,0,1,1,0,2,0,1,0,1,0,0
"387",0,0,0,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,1126,0,0,0,1,1,0,0,0,4,1,0,0,0,0,2,0,0,0,21,0,1,0,0,1,0,1,0,1,1,0
"388",0,1,0,0,18,0,0,0,1,0,0,1,0,0,0,0,0,0,7374,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,1,0,0,40,1,0,1,0,2,0,0,1,1,1,0
"389",0,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,1,2326,0,1,0,0,0,1,0,0,2,0,1,0,0,0,4,0,1,0,27,0,0,1,0,1,0,1,0,1,0,0
"390",0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,1,1449,0,0,0,0,0,0,1,0,3,1,0,0,0,0,2,0,1,0,27,0,1,1,0,2,0,1,0,1,0,0
"391",0,0,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,1,0,0,30,0,1,1,0,1,0,0,1,1,1,0
"392",0,1,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,983,0,0,1,0,1,0,0,0,1,1,0,0,0,0,4,0,0,0,19,0,1,0,0,1,1,0,0,1,0,0
"393",1,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,3249,0,0,0,0,0,0,1,0,2,0,1,0,0,0,4,0,0,1,39,0,0,0,1,1,0,0,1,2,1,0
"394",1,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1957,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0,1,0,31,0,1,1,0,1,0,1,0,1,0,0
"395",0,0,0,1,9,0,0,0,1,0,0,1,0,0,0,0,0,0,2406,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,0,31,0,1,1,0,1,0,0,1,1,0,0
"396",0,1,0,0,39,0,0,1,0,0,0,0,0,0,0,1,0,0,11760,1,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,0,1,32,0,1,0,0,1,0,1,0,1,1,0
"397",1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,2578,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,1,55,0,1,0,1,1,0,0,1,1,0,0
"398",1,0,0,0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,2348,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,1,0,0,46,0,1,1,0,2,0,1,0,1,1,0
"399",0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,46,0,1,0,0,2,0,1,0,1,0,0
"400",0,0,0,1,24,0,0,0,1,0,0,0,1,0,0,0,0,0,1516,0,0,1,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,43,0,1,1,0,2,1,0,0,1,0,0
"401",0,0,0,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,1473,0,0,0,0,1,0,0,0,3,0,0,1,0,0,4,0,0,0,39,0,1,1,0,1,0,1,0,1,1,0
"402",0,1,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,1,1887,0,0,0,1,0,1,0,0,4,0,0,1,0,0,4,0,0,0,28,0,0,1,0,2,0,1,0,1,0,0
